epoch,acc,loss,norm_gini,norm_gini_val,roc_auc,roc_auc_val,val_acc,val_loss
0,0.96329817778,0.156212318661,0.236809980101,0.21297732719,0.618404990051,0.606488663595,0.963559386104,0.153857541789
1,0.963551988998,0.153663534578,0.26742047983,0.241348065695,0.633710239915,0.620674032847,0.963559386104,0.153768518489
2,0.963551988998,0.153372788986,0.272068265635,0.24894247032,0.636034132817,0.62447123516,0.963559386104,0.15372437787
3,0.963551988998,0.153235417748,0.278289211867,0.247163524835,0.639144605934,0.623581762417,0.963559386104,0.15278070669
4,0.963551988998,0.15299087699,0.276811287178,0.241911155461,0.638405643589,0.62095557773,0.963559386104,0.153837833062
5,0.963551988998,0.152924715285,0.287262342183,0.255686741797,0.643631171092,0.627843370899,0.963559386104,0.152920694351
6,0.963551988998,0.152816844533,0.285067439278,0.249403023922,0.642533719639,0.624701511961,0.963559386104,0.152979987777
7,0.963551988998,0.152665269954,0.29397287212,0.261540762783,0.64698643606,0.630770381391,0.963559386104,0.153493184344
